Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.90174484,11.96104527,9.313008308,8.878415108,8.733519554,8.995471001,9.265166283,9.820213318,12.01122379,12.50749397,14.10989475,15.01032257,15.11464214,14.27200699,14.14191246,12.06711292,12.46901035,12.17459774,
Ghana,,,,,,,,,,,,,,,,,,,,,7.641880035,7.748139858,13.8319397,,,,34.30920029,24.66799927,23.93285942,,,,,,,,,,,14.8927002,,15.74110985,,,22.37924957,23.42996025,24.16197968,22.31702042,24.03750038,22.49513054,20.69614029,30.63430977,26.58139038,21.22220993,20.98513985,23.80879974,22.09332085,20.09763908,18.59816933,14.27200031,13.62899971,12.16699982,13.1789999,12.03499985
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.962999821,7.480000019,6.357999802,6.666999817,7.855999947,7.696000099,8.012000084,7.626999855,7.760000229,7.364999771,7.681000233,7.618000031,7.821000099,8.831999779
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.996529579,11.53744984,11.44849968,,,,,,14.65855026,15.19596958,10.31575966,13.06431961,11.62475014,12.31330013,10.94746971,,,15.67825985,13.58339977,12.43832016,14.25930977,9.46061039,14.13280964,11.98950958,11.59877968,15.76885986,13.37679005,14.87012005,12.40536022,14.29006004,11.50199986,11.94999981,10.02700043
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92179966,8.205269814,10.94752026,8.468839645,5.029540062,5.344170094,5.360760212,7.297500134,18.88171005,13.29374027,17.61123085,15.11833,13.79553032,10.58541965,11.75232029,11.03293037,10.44995975,13.30900002,11.35991955,14.09700012,14.27600002,15.62199974,14.48400021,17.50300026
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74309921,,,,,,,,,,,9.069239616,10.19974041,14.53979969,16.19137955,,,,,,,,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.248139858,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.244790077,8.089784622,7.636775494,7.426870346,7.636618614,7.824027061,8.200703621,8.087697983,7.169329643,8.53313446,7.683336735,8.05513382,8.032671928,8.456664085,8.355419159,7.539191723,7.111895561,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95366001,,,,,,,15.56000042,14.72099972,10.70300007,,11.79899979,9.902999878,,14.04117012,10.08100033,,,10.05900002,9.873000145,14.35900021
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1296463,18.52783012,18.06362343,18.09382629,18.27232552,18.54369736,19.05345345,19.55177879,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.68779945,17.65683937,16.55555916,16.90000916,13.81455994,11.08073997,13.8234396,13.48169041,11.52616024,,10.33821011,11.96580982,11.82289982,10.17805958,,18.85663033,17.93668938,18.8271904,17.73990059,16.11457062,,,,,
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45274162,12.43413496,12.27652025,12.62958002,12.26772594,12.62090015,12.31050396,11.93187714,11.80503273,11.76775837,11.91810322,12.07192135,12.07397652,11.96289539,12.00314236,11.0349412,11.11198092,,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.26066017,20.04907799,19.76203537,17.60884857,18.1912632,19.39173698,17.52163124,17.73590851,16.26137924,17.50524902,16.78307343,17.04660034,17.836483,19.68011093,17.4856205,12.821702,14.85682678,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.88875008,17.87564087,,,,,,,,,,,,,,,,,,19.86407089,25.65361977,24.64455986,,,23.15510941,,,,,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.74071503,,,,14.9615097,16.97918987,17.2866497,,16.21773529,17.92897987,18.18255997,16.12358475,15.89538002,16.19137955,16.94212532,17.22121525,15.66362,16.3627491,17.52153015,15.29199982,14.45100021,16.10700035,14.47599983,13.70400047
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7812233,11.1515274,10.91428852,10.40342617,10.71168137,10.83368874,10.46747684,10.81541634,10.5198698,10.65031433,10.46403313,10.54242897,10.73969841,10.48012447,10.97616482,10.3530426,10.7206068,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98414993,14.56777954,13.23316956,14.71016979,14.49096966,12.86200047,10.00399971,16.10700035,13.1239996,11.23099995
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14680195,11.51811981,11.05704594,10.86712456,10.61416245,11.23140526,10.29437447,9.522100449,9.414786339,10.39120007,10.3242197,10.60550213,10.83948994,10.85924339,10.19274426,9.333879471,10.36329174,,
IBRD only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.08380985,13.68719482,13.88410711,14.13898563,14.86214113,15.23395824,13.89824867,14.97567272,14.37047005,15.58036518,15.11000013,15.01032257,14.86126041,14.58049965,14.39703512,13.88136959,13.36044312,,
IDA & IBRD total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68518829,15.15834141,15.47114754,14.81990004,14.92900562,14.93308878,15.33518267,15.20300007,15.06266117,14.93433952,15.06606007,14.28200006,14.28303003,14.79731035,13.93261433,
IDA total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.91410017,,,,15.93897009,,16.3383646,15.11833,14.53979969,15.49767971,15.09000015,15.31799984,15.11499977,15.02482462,16.60148525,14.24300003,14.29006004,15.52411985,14.09299994,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86466026,14.8677702,13.10842514,14.2749753,12.09020996,13.1872797,12.77484465,15.68577003,15.58290005,14.1789999,15.66699982,15.04800034,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.451334,16.16484261,18.01392365,18.54828453,16.96810913,16.3005867,16.45954704,16.713871,21.07878494,16.11047935,16.79570961,17.33811378,17.94368362,16.06781578,13.93261433,
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05184984,,,,15.95312023,,,,16.25814056,16.30168915,16.50391006,15.23085499,14.53979969,16.16527939,15.63267994,16.10081959,15.34716034,14.93433952,16.86300087,14.27200031,13.99450016,15.53223991,14.09299994,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32223034,14.15927029,16.95982933,16.73051071,,,12.41079998,11.19686031,11.20845985,11.69371033,,,11.19120026,11.83368015,13.56490993,13.0880003,14.05018044,15.71800041,16.33399963,17.15500069,13.54899979,13.06599998,14.99800014,14.71899986,14.64700031,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43511677,11.95331573,12.13832664,11.32608795,10.19272709,7.124444008,11.18788433,11.93187714,11.88006592,12.11979389,11.91810322,12.27432251,12.61267853,12.47525311,13.21244431,11.87757587,12.02367306,,
"Iran, Islamic Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3469696,20.63261986,23.71528053,,14.54695988,13.56692028,,,20.11292076,20.6338501,24.42416954,26.50642967,22.13546944,21.52145004,21.89969063,19.45677948,20.03128052,22.38460922,18.56262016,19.25691032,20.15138054,17.3957901,21.67350006,19.66486931,18.56875038,19.44543076,20.30521011,21.14603996,21.24452972,22.66550064,,21.8658905,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.33946991,17.10422134,16.61261177,11.85544682,14.10290718,14.68791294,14.07245159,14.55964661,15.50009155,15.1298275,15.61505795,14.39814854,15.80996132,15.99001312,16.13585663,15.87585068,15.40631294,14.89868927,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9999361,14.9114542,15.39008427,15.61715698,15.57397556,16.43940926,16.4648304,17.05217171,17.26696205,17.86891174,18.11240959,18.06420326,18.21081352,18.10264778,18.10598564,15.68691826,18.4275074,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408569336,9.153533936,9.450937271,8.963028908,8.864780426,8.706913948,8.25843811,8.018429756,8.021048546,7.942351341,7.943844795,7.862373352,7.917691231,8.11164093,8.047363281,7.493881702,7.437161922,,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3537693,12.75156975,12.79800034,18.38850975,15.36104012,15.53602028,15.39999008,,,16.79660034,19.9911499,18.36392975,13.36233997,11.73301983,14.26937008,,17.17304993,19.11938095,17.55283928,16.10293961,18.58193016,18.80925941,20.57386017,21.79748917,20.05147934,19.14512062,18.40254021,18.58399963,17.31398964,,17.41790009,16.93285942,
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,8.760239601,9.880080223,9.824379921,13.08642006,,,,,,,21.56406021,18.41102982,,14.66425991,,,,,,,,,,,,,,,,,12.15015984,11.19604969,9.825320244,9.949090004,,9.720990181,9.580220222,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.327170372,9.393992424,9.412751198,9.127755165,8.930509567,8.784498215,8.537052155,8.504339218,8.463807106,8.534481049,8.374353409,8.196087837,8.153197289,8.129384041,8.146375656,7.292849541,7.427923203,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93131638,18.1045742,19.25287056,17.96060753,17.32483292,16.81945801,19.60174561,14.34188271,17.90452003,18.96017456,20.16492653,24.0871315,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92133331,,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25902748,19.0759449,20.66987038,19.67629433,20.14392471,20.06521797,20.81489754,19.71117401,20.98124886,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.392000198,,11.07901001,11.38078976,10.13757038,,12.40431023,,,11.1035099,,8.165240288,7.337470055,7.335400105,7.199850082,14.00500011,13.65699959,15.31799984,15.11499977,15.94299984,16.86300087,18.93799973,17.16799927,15.73600006,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.20198822,17.98504829,16.7226162,16.6651516,13.74774837,12.88805485,12.54888439,15.1397171,12.19363499,12.45644855,12.90967941,15.36075401,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,19.16773987,,13.00741005,,9.140000343,,11.2264204,15.21413994,,,13.37852955,,,14.53252029,10.32295036,13.68505001,14.20753002,11.05932999,12.28806019,11.79026031,11.05620956,12.47840977,13.05181026,,,,10.65100002,15.41899967,13.86200047,13.14999962,8.69246006,,13.77700043,10.10599995,,,6.199419975,,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.39000034,15.52000046,15.17000008,15.01000023,14.86999989,14.92000008,15.40999985,15.53999996,15.47999954,14.30253983,14.29845047,14.31293011,13.83082008,12.83170986,14.31000042,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,10.16166019,12.09552002,,,,,,8.397489548,,,,11.32546043,13.09107018,,,,18.01417923,15.25835991,,14.95361042,13.85410976,13.37001038,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25037003,,15.68778992,,,,,14.79987001,,16.02066994,15.92683029,14.96529484,16.00487137,16.26272964,16.01094532,17.3944149,17.87010002,16.52301979,16.57785034,14.33106995,15.94330978,16.70947075,,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.295569897,9.946570396,15.26266003,,15.87508011,14.1292696,17.76235962,18.10178947,13.00520992,7.463099957,7.246960163,8.259579659,7.36868,13.34101009,11.75734997,10.46899986,12.89099979,11.43900013,11.16800022,11.62300014,10.91100025,10.76000023,9.074999809,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.80824995,10.44340038,5.916369915,8.106699944,,,,,7.421249866,7.056300163,,7.931230068,8.421310425,7.693190098,7.341040134,5.86977005,5.502999783,5.534289837,5.733809948,7.109159946,8.575519562,,,7.149000168,7.147999763,8.046999931,8.144000053,9.897999763,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.454070091,,,,5.18434,5.652689934,6.760149956,11.02400017,11.02400017,7.769100189,7.964350224,13.71899986,13.7130003,7.36619997,11.72700024,12.43200016
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.138730049,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2560997,,,,,,,,31.31318092,,,,29.43382072,26.03627014,,25.85462952,,15.42216015,15.04104042,16.3069706,19.01137924,,19.94337082,13.89531994,14.20207977,13.83675957,12.19244957,13.84786034,15.30152035,16.45298004,21.97570038,14.10000038,14.30671978,14.08432007,14.39326954,14.46800041,16.34354019,
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25037003,,15.68778992,14.77265501,,,,,,,15.92683029,14.96529484,15.51360559,15.74330473,15.69118261,16.23898506,15.55036449,15.46874046,15.18311977,14.33106995,15.60231972,16.03700018,,
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9077301,15.31058025,,,14.41792488,15.51000023,16.88376999,,15.67825985,14.02987003,12.79999924,15.04564953,13.96276522,15.19999981,13.65699959,13.89392996,13.94294024,14.18147039,14.87012005,13.82600021,13.62899971,15.43808508,13.85400009,12.80700016
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.11576986,15.66205978,,,12.96076965,,,,15.59150982,16.30168915,16.17281914,15.08198977,14.53979969,15.83147955,15.36134005,16.2116394,13.90388012,14.18147039,16.33996964,14.21399975,14.70930481,15.62199974,14.48400021,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87623024,,,12.70728016,11.56567001,12.69388962,,11.66882992,,,,,,,,,,,8.2707901,8.605660439,9.110159874,8.394029617,9.419949532,10.8239603,10.95026016,17.72875977,14.49975967,11.33090019,,5.468999863,5.039000034,5.346000195,8.67800045
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64341545,15.1279726,17.05666924,15.83087015,15.89128304,15.14117718,16.64050007,15.65399981,15.66362,15.47399998,16.47693539,14.51055002,14.47200012,14.73200035,13.15149975,
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.80759382,15.31979513,15.82705927,14.97929955,15.49584484,15.22387981,15.76000023,15.98999977,15.34716034,15.11497593,15.49922609,14.31153488,14.59549999,15.35499954,14.33199978,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,29.41077042,20.82331085,22.92170906,,,15.21337032,15.35394001,,,,22.73880959,18.39184952,20.20000076,,26.05694962,,23.38068962,19.14159966,22.96562958,23.48707962,31.50684929,27.16360092,32.53905106,28.95932007,,24.21858025,,,21.23999977,17.43000031,19.30999947,18.10000038,15.98999977,15.94999981,15.11530972,14.08535004,13.82600021,14.77099991,14.38799953,12.39099979,11.26200008
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08706903,12.75604248,13.88512993,14.16747761,14.10376692,13.55206871,13.37290478,14.00662994,13.31540489,13.95601988,14.50851536,14.67222929,14.41339111,12.82620001,13.56886959,12.17559767,12.02367306,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2094574,15.68590641,14.13593292,15.0595808,14.98082829,13.969347,13.13148403,14.98808384,14.74607182,14.50097752,14.43061733,13.96282291,13.67827892,13.31840992,13.27595139,12.17055798,12.74449539,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1862402,11.25576782,11.44878483,11.46240902,11.43537426,11.97875595,12.07392025,12.16429424,11.37988663,11.37362766,11.23104382,11.16849136,11.04328918,11.10425758,11.18255234,10.65698624,11.00318336,10.74243736,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23588562,15.36003494,15.93549919,16.40171814,14.69400215,13.419631,14.20993614,14.74312019,14.94031239,15.18531513,15.2136879,14.79797173,14.9332962,14.81062126,15.01828766,13.70331764,12.65317726,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11847019,14.93621635,16.22447395,14.00108814,12.99881268,14.92278099,17.74822617,22.02456284,17.28530884,14.93677711,14.74845409,14.89426231,13.93690109,14.45668697,15.55207253,12.29888248,12.8669157,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89277077,,20.46423912,,20.47270966,,,25.21153069,25.76847076,,,,,,,,,17.47064018,17.29528999,,,20.74600029,,22.06399918,22.23999977,22.25699997,21.64999962,22.44499969,21.46500015,24.15800095,23.75600052,23.86599922,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.134119987,5.484159946,,,5.163430214,,,5.767749786,5.842339993,6.401110172,6.489769936,5.071700096,6.327899933,,,,5.92595005,,,,,6.598810196,6.363220215,8.076169968,8.87594986,7.059219837,5.008860111,,6.596549988,6.980629921,,5.029270172,,5.873690128,4.79598999,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.53495598,19.97119904,19.07383156,19.93271446,20.74979019,22.43516922,21.40068817,20.84347534,18.23982048,17.5889492,18.18216896,17.66042328,17.75655556,17.55123901,18.37224579,17.17365074,16.33657837,15.79878139,
Madagascar,,,,,,,,,,,,,,,,,,,,,,14.89931011,16.53528976,16.78964043,18.32389069,16.62018013,,,,,,,,12.31729984,,,,10.64441013,9.382769585,15.5387001,15.89050961,17.68247032,17.93675995,15.76313972,12.96076965,18.03303909,15.32419014,18.04454994,16.25814056,22.58583069,20.40200043,19.77969933,20.32579994,13.98937988,18.96677017,16.9629097,19.83818054,17.15099907,19.81801987,17.95299911,15.33699989,15.51599979,13.85400009,14.06799984
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.20602989,20.18581009,19.37100029,12.93610001,13.25502014,12.6912899,12.56846046,13.73838997,10.94631004,9.854999542,14.63700008,13.0880003,12.31700039,12.93900013,11.22399998,11.35400009,11.39000034,12.05500031,10.50500011,10.03299999,10.18200016,10.85000038
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9114542,,15.33633852,,,,,,,,,14.23095989,,13.3134346,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15458965,15.09570026,,21.5629406,24.12129974,,,16.31761932,16.69396019,19.64612961,20.62428093,21.46491051,22.47187042,22.05382919,21.90378952,20.82431984,19.88907051,17.38015938,18.66511917,18.64258957,18.42102051,18.08719063,16.9059906,18.80594063,19.01874924,17.93932915,17.57729912,16.57785034,,16.19585991,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.54380989,,,14.8142004,22.50875092,,,,,,,,,,,,,24.65800095,22.38800049,21.69799995,15.04273987,19.36899948,22.87000084,11.3453598,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4419899,15.1279726,15.72728825,14.77202988,15.89128304,15.14117718,16.01094532,15.65399981,15.71623993,15.19615507,14.94900036,14.33106995,14.59549999,14.73200035,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.640879631,,,,,,,,,,,,,,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.32380962,14.49349976,14.52521038,18.28376007,17.73634911,16.28030014,,,18.0316906,16.95940971,16.50391006,18.25834084,22.40337944,16.62344933,18.22426033,18.15549088,13.90388012,16.53433037,17.52153015,15.35702991,15.1426096,16.21821022,18.19000053,19.12199974
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.70633793,12.92037773,12.70667267,12.12988949,12.80687046,13.55376911,13.45122433,13.39120579,13.61623573,13.3270731,13.22962189,14.11111069,13.50239944,13.8488512,14.07578087,12.54180145,12.65894127,,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.539664745,7.490616798,7.537509918,8.734157562,9.683895111,8.584400177,9.681242943,9.820048332,,,,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97993994,17.92895508,,,16.68989515,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81968307,13.89824867,15.89128304,,,,3.597220659,2.821897984,20.48334885,14.07755661,11.25677681,9.987043381,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05375004,16.92332077,,,,,18.00153923,22.7181797,18.55003929,,,,19.5739994,19.09900093,19.76724052,19.03288078,17.6079998,19.85199928,20.19511032,18.94169998,17.39340973,19.0340004,17.93499947,18.76000023,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17580986,,10.31007957,,,,,13.68274975,10.01766014,11.40542984,11.90499973,12.84300041,9.330610275,,,10.22801971,9.727089882,9.104820251,10.43500042,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.34740639,15.46792316,15.08286476,14.68518829,16.332798,15.72728825,15.86886692,15.94156742,15.60850239,16.56972885,16.47094917,16.29546356,15.80997658,15.41555214,14.49410057,12.52796745,11.66645622,12.18731976,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49777031,,,,,,,12.45998001,15.04564953,13.64099979,20.49682999,16.59646988,21.79789925,17.19881058,14.34442043,15.82935047,,,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.10503006,17.31287956,19.92374992,19.50259018,22.77094078,20.05298042,,21.18855095,21.39068031,24.34852028,25.90360069,24.54244041,21.01292038,,16.74556923,16.12466049,14.03864002,18.46463013,18.40623093,20.97702026,19.85116005,19.45430946,21.3920002,21.30400085,21.34799957,21.64800072,20.70100021,19.13800049,15.61563969,20.46299934,20.14999962,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.69881058,16.80922508,16.70581245,14.35929966,14.08679676,14.09129286,14.11031485,14.2285676,14.51346064,14.49681091,14.39853096,14.3183794,14.42064428,14.35745811,14.08480692,11.26587915,11.05468845,11.05468845,
